Node_ID,Node_Text,P&ID,Equipment_Tag,Equipment_Description,Design_Conditions
Node 5,"Combi Tower Overhead System: Combi Tower Condenser, Accumulator, Overhead Pumps, Light Naphtha Product Cooler and Light Naphtha to Storage (AF-56446, PV-56446, PM-73992 A/B, Heat Exchanger EX-81314) to tanks 24/25",99-DWG-8355,PM-73992A/B,COMBI Tower Overhead Pumps,"Overhead pressure - 9-11 psig, overhead temperature ~188F, temperature to storage - 67-72F after CH-1/2 chillers. 12 fin fan banks, 24 fans. Typically run all fans, may be able to shut 5 fans in winter. EX-17647: - Shell MAWP = 305 psig @ 650 degF - Tube MAWP = 305 psig @ 650 degF - Duty = 29.7 MMBTU/Hr T-56446: - Design = 50 psig MAWP @ 575 degF - MDMT = 50 psig @ -20 degF PM-59524A/B: - MAWP = 562 psig @ 575 degF @ deltaP 105 psi - Design = 631 GPM, 75 HP, 3550 RPM, 548 degF AF-73992: - Design = 250 psig MAWP @ 625 degF - Design Duty = 49.5 MMBTU/Hr"
Node 5,"Combi Tower Overhead System: Combi Tower Condenser, Accumulator, Overhead Pumps, Light Naphtha Product Cooler and Light Naphtha to Storage (AF-56446, PV-56446, PM-73992 A/B, Heat Exchanger EX-81314) to tanks 24/25",99-DWG-8355,PV-56446,COMBI Tower Accumulator,"Overhead pressure - 9-11 psig, overhead temperature ~188F, temperature to storage - 67-72F after CH-1/2 chillers. 12 fin fan banks, 24 fans. Typically run all fans, may be able to shut 5 fans in winter. EX-17647: - Shell MAWP = 305 psig @ 650 degF - Tube MAWP = 305 psig @ 650 degF - Duty = 29.7 MMBTU/Hr T-56446: - Design = 50 psig MAWP @ 575 degF - MDMT = 50 psig @ -20 degF PM-59524A/B: - MAWP = 562 psig @ 575 degF @ deltaP 105 psi - Design = 631 GPM, 75 HP, 3550 RPM, 548 degF AF-73992: - Design = 250 psig MAWP @ 625 degF - Design Duty = 49.5 MMBTU/Hr"
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-3609,EX-81314,Light Naphtha to Feed Preheater,"Normally run with no hot oil on reboiler (Heat Exchanger EX-48603), cooled to ~90F in AF-17647, stripper pressure approximately same as Combi Tower. EX-56446: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr EX-48603: - Shell MAWP = 83 psig @ 650 degF - Shell MDMT = -20 degF @ 83 psig - Tube MAWP = 156 psig @ 700 degF - Tube MDMT = -20 degF @ 156 psig - Duty = 13.4 MMBTU/Hr T-73992: - Design = 50 psig MAWP @ 400 degF - MDMT = 10 degF @ 50 psig PM-17647A/B: - MAWP = 642 psig @ 350 degF"
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-3609,EX-56446,Heavy Naphtha to Feed Preheater,- Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-3609,EX-73992,Kero to Feed Preheater,"Normally run with no hot oil on reboiler (Heat Exchanger EX-48603), cooled to ~90F in AF-17647, stripper pressure approximately same as Combi Tower. EX-56446: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr EX-48603: - Shell MAWP = 83 psig @ 650 degF - Shell MDMT = -20 degF @ 83 psig - Tube MAWP = 156 psig @ 700 degF - Tube MDMT = -20 degF @ 156 psig - Duty = 13.4 MMBTU/Hr T-73992: - Design = 50 psig MAWP @ 400 degF - MDMT = 10 degF @ 50 psig PM-17647A/B: - MAWP = 642 psig @ 350 degF"
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-3609 Redline,EX-81314,Light Naphtha to Feed Preheater,"Normally run with no hot oil on reboiler (Heat Exchanger EX-48603), cooled to ~90F in AF-17647, stripper pressure approximately same as Combi Tower. EX-56446: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr EX-48603: - Shell MAWP = 83 psig @ 650 degF - Shell MDMT = -20 degF @ 83 psig - Tube MAWP = 156 psig @ 700 degF - Tube MDMT = -20 degF @ 156 psig - Duty = 13.4 MMBTU/Hr T-73992: - Design = 50 psig MAWP @ 400 degF - MDMT = 10 degF @ 50 psig PM-17647A/B: - MAWP = 642 psig @ 350 degF"
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-3609 Redline,EX-56446,Heavy Naphtha to Feed Preheater,- Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-3609 Redline,EX-73992,Kero to Feed Preheater,"Normally run with no hot oil on reboiler (Heat Exchanger EX-48603), cooled to ~90F in AF-17647, stripper pressure approximately same as Combi Tower. EX-56446: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr EX-48603: - Shell MAWP = 83 psig @ 650 degF - Shell MDMT = -20 degF @ 83 psig - Tube MAWP = 156 psig @ 700 degF - Tube MDMT = -20 degF @ 156 psig - Duty = 13.4 MMBTU/Hr T-73992: - Design = 50 psig MAWP @ 400 degF - MDMT = 10 degF @ 50 psig PM-17647A/B: - MAWP = 642 psig @ 350 degF"
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-7560,T-56446,COMBI Tower,"Normally run with no hot oil on reboiler (Heat Exchanger EX-48603), cooled to ~90F in AF-17647, stripper pressure approximately same as Combi Tower. EX-56446: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr EX-48603: - Shell MAWP = 83 psig @ 650 degF - Shell MDMT = -20 degF @ 83 psig - Tube MAWP = 156 psig @ 700 degF - Tube MDMT = -20 degF @ 156 psig - Duty = 13.4 MMBTU/Hr T-73992: - Design = 50 psig MAWP @ 400 degF - MDMT = 10 degF @ 50 psig PM-17647A/B: - MAWP = 642 psig @ 350 degF"
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-7350,T-73992,Heavy Naphtha Stripper,- Design = 50 psig MAWP @ 400 degF - MDMT = 10 degF @ 50 psig
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-7350,EX-48603,Heavy Naphtha Stripper Reboiler,- Shell MAWP = 83 psig @ 650 degF - Shell MDMT = -20 degF @ 83 psig - Tube MAWP = 156 psig @ 700 degF - Tube MDMT = -20 degF @ 156 psig - Duty = 13.4 MMBTU/Hr
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-4935,PM-17647A/B,Heavy Naphtha Stripper Product Pumps,- MAWP = 642 psig @ 350 degF
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-4935,PM-76255A/B,Keto Stripper Product Pumps,"Normally run with no hot oil on reboiler (Heat Exchanger EX-48603), cooled to ~90F in AF-17647, stripper pressure approximately same as Combi Tower. EX-56446: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr EX-48603: - Shell MAWP = 83 psig @ 650 degF - Shell MDMT = -20 degF @ 83 psig - Tube MAWP = 156 psig @ 700 degF - Tube MDMT = -20 degF @ 156 psig - Duty = 13.4 MMBTU/Hr T-73992: - Design = 50 psig MAWP @ 400 degF - MDMT = 10 degF @ 50 psig PM-17647A/B: - MAWP = 642 psig @ 350 degF"
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-4935,PM-60820A/B,Diesel Stripper Product Pumps,"Normally run with no hot oil on reboiler (Heat Exchanger EX-48603), cooled to ~90F in AF-17647, stripper pressure approximately same as Combi Tower. EX-56446: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr EX-48603: - Shell MAWP = 83 psig @ 650 degF - Shell MDMT = -20 degF @ 83 psig - Tube MAWP = 156 psig @ 700 degF - Tube MDMT = -20 degF @ 156 psig - Duty = 13.4 MMBTU/Hr T-73992: - Design = 50 psig MAWP @ 400 degF - MDMT = 10 degF @ 50 psig PM-17647A/B: - MAWP = 642 psig @ 350 degF"
Node 6,"Heavy Naphtha Side Draw From T-56446 to Heavy Naphtha Stripper (T- 103), Stripper Reboiler, and Heavy Naphtha Stripper Bottoms Pump to Feed Preheater and Product Cooler to Storage; Overhead Vapor Return to T- 102 (T-73992, Heat Exchanger EX-48603, PM-17647A/B, Heat Exchanger EX-56446, AF-17647)",99-DWG-4796,AF-17647,Heavy Naphtha Product Cooler,"Normally run with no hot oil on reboiler (Heat Exchanger EX-48603), cooled to ~90F in AF-17647, stripper pressure approximately same as Combi Tower. EX-56446: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 13.6 MMBTU/Hr EX-48603: - Shell MAWP = 83 psig @ 650 degF - Shell MDMT = -20 degF @ 83 psig - Tube MAWP = 156 psig @ 700 degF - Tube MDMT = -20 degF @ 156 psig - Duty = 13.4 MMBTU/Hr T-73992: - Design = 50 psig MAWP @ 400 degF - MDMT = 10 degF @ 50 psig PM-17647A/B: - MAWP = 642 psig @ 350 degF"
Node 7,"Kero Side draw from T-56446 to Kero Stripper (T-59524), Stripper Reboiler, and Stripper Bottoms Pump to Heat Exchanger EX-73992 Feed Preheater and to Kero Product Cooler to Storage; Vapor Return to T-56446 (T- 104, Heat Exchanger EX- 109, PM-76255A/B, Heat Exchanger EX-73992, AF-59524)",99-DWG-3609,EX-81314,Light Naphtha to Feed Preheater,"Kero stripper runs at ~360-390F, stripper pressure approx. same as Combi Tower. Kero Filters - moisture and particulate removal EX-73992: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr EX-75469: - Shell MAWP = 258 psig @ 650 degF - Shell MDMT = -20 degF @ 258 psig - Tube MAWP = 298 psig @ 700 degF - Tube MDMT = -20 degF @ 298 psig - Duty = 24.7 MMBTU/Hr T-59524: - Design = 50 psig MAWP @ 600 degF - MDMT = 10 degF @ 50 psig PM-76255A/B: - MAWP = 535 psig @ 450 degF - Design = 978 GPM, 100 HP, 1775 RPM, 412 degF AF-59524: - Design = 250 psig MAWP @ 450 degF - Design Duty = 46.4 MMBTU/Hr"
Node 7,"Kero Side draw from T-56446 to Kero Stripper (T-59524), Stripper Reboiler, and Stripper Bottoms Pump to Heat Exchanger EX-73992 Feed Preheater and to Kero Product Cooler to Storage; Vapor Return to T-56446 (T- 104, Heat Exchanger EX- 109, PM-76255A/B, Heat Exchanger EX-73992, AF-59524)",99-DWG-3609,EX-56446,Heavy Naphtha to Feed Preheater,"Kero stripper runs at ~360-390F, stripper pressure approx. same as Combi Tower. Kero Filters - moisture and particulate removal EX-73992: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr EX-75469: - Shell MAWP = 258 psig @ 650 degF - Shell MDMT = -20 degF @ 258 psig - Tube MAWP = 298 psig @ 700 degF - Tube MDMT = -20 degF @ 298 psig - Duty = 24.7 MMBTU/Hr T-59524: - Design = 50 psig MAWP @ 600 degF - MDMT = 10 degF @ 50 psig PM-76255A/B: - MAWP = 535 psig @ 450 degF - Design = 978 GPM, 100 HP, 1775 RPM, 412 degF AF-59524: - Design = 250 psig MAWP @ 450 degF - Design Duty = 46.4 MMBTU/Hr"
Node 7,"Kero Side draw from T-56446 to Kero Stripper (T-59524), Stripper Reboiler, and Stripper Bottoms Pump to Heat Exchanger EX-73992 Feed Preheater and to Kero Product Cooler to Storage; Vapor Return to T-56446 (T- 104, Heat Exchanger EX- 109, PM-76255A/B, Heat Exchanger EX-73992, AF-59524)",99-DWG-3609,EX-73992,Kero to Feed Preheater,- Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr
Node 7,"Kero Side draw from T-56446 to Kero Stripper (T-59524), Stripper Reboiler, and Stripper Bottoms Pump to Heat Exchanger EX-73992 Feed Preheater and to Kero Product Cooler to Storage; Vapor Return to T-56446 (T- 104, Heat Exchanger EX- 109, PM-76255A/B, Heat Exchanger EX-73992, AF-59524)",99-DWG-3609 Redline,EX-81314,Light Naphtha to Feed Preheater,"Kero stripper runs at ~360-390F, stripper pressure approx. same as Combi Tower. Kero Filters - moisture and particulate removal EX-73992: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr EX-75469: - Shell MAWP = 258 psig @ 650 degF - Shell MDMT = -20 degF @ 258 psig - Tube MAWP = 298 psig @ 700 degF - Tube MDMT = -20 degF @ 298 psig - Duty = 24.7 MMBTU/Hr T-59524: - Design = 50 psig MAWP @ 600 degF - MDMT = 10 degF @ 50 psig PM-76255A/B: - MAWP = 535 psig @ 450 degF - Design = 978 GPM, 100 HP, 1775 RPM, 412 degF AF-59524: - Design = 250 psig MAWP @ 450 degF - Design Duty = 46.4 MMBTU/Hr"
Node 7,"Kero Side draw from T-56446 to Kero Stripper (T-59524), Stripper Reboiler, and Stripper Bottoms Pump to Heat Exchanger EX-73992 Feed Preheater and to Kero Product Cooler to Storage; Vapor Return to T-56446 (T- 104, Heat Exchanger EX- 109, PM-76255A/B, Heat Exchanger EX-73992, AF-59524)",99-DWG-3609 Redline,EX-56446,Heavy Naphtha to Feed Preheater,"Kero stripper runs at ~360-390F, stripper pressure approx. same as Combi Tower. Kero Filters - moisture and particulate removal EX-73992: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr EX-75469: - Shell MAWP = 258 psig @ 650 degF - Shell MDMT = -20 degF @ 258 psig - Tube MAWP = 298 psig @ 700 degF - Tube MDMT = -20 degF @ 298 psig - Duty = 24.7 MMBTU/Hr T-59524: - Design = 50 psig MAWP @ 600 degF - MDMT = 10 degF @ 50 psig PM-76255A/B: - MAWP = 535 psig @ 450 degF - Design = 978 GPM, 100 HP, 1775 RPM, 412 degF AF-59524: - Design = 250 psig MAWP @ 450 degF - Design Duty = 46.4 MMBTU/Hr"
Node 7,"Kero Side draw from T-56446 to Kero Stripper (T-59524), Stripper Reboiler, and Stripper Bottoms Pump to Heat Exchanger EX-73992 Feed Preheater and to Kero Product Cooler to Storage; Vapor Return to T-56446 (T- 104, Heat Exchanger EX- 109, PM-76255A/B, Heat Exchanger EX-73992, AF-59524)",99-DWG-3609 Redline,EX-73992,Kero to Feed Preheater,- Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr
Node 7,"Kero Side draw from T-56446 to Kero Stripper (T-59524), Stripper Reboiler, and Stripper Bottoms Pump to Heat Exchanger EX-73992 Feed Preheater and to Kero Product Cooler to Storage; Vapor Return to T-56446 (T- 104, Heat Exchanger EX- 109, PM-76255A/B, Heat Exchanger EX-73992, AF-59524)",99-DWG-7560,T-56446,COMBI Tower,"Kero stripper runs at ~360-390F, stripper pressure approx. same as Combi Tower. Kero Filters - moisture and particulate removal EX-73992: - Shell MAWP = 305 psig @ 450 degF - Tube MAWP = 305 psig @ 450 degF - Duty = 33.8 MMBTU/Hr EX-75469: - Shell MAWP = 258 psig @ 650 degF - Shell MDMT = -20 degF @ 258 psig - Tube MAWP = 298 psig @ 700 degF - Tube MDMT = -20 degF @ 298 psig - Duty = 24.7 MMBTU/Hr T-59524: - Design = 50 psig MAWP @ 600 degF - MDMT = 10 degF @ 50 psig PM-76255A/B: - MAWP = 535 psig @ 450 degF - Design = 978 GPM, 100 HP, 1775 RPM, 412 degF AF-59524: - Design = 250 psig MAWP @ 450 degF - Design Duty = 46.4 MMBTU/Hr"
